index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s
134846,130.375,33.6000000000008,0.1434917449951172,0.1431140899658203,-1.3605937957763672,-0.8533096313476562,-1.251180648803711,-1.4038314819335938
