index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa
134846,130.375,33.6000000000008,1006.2554931640625,1005.8748168945312,1005.7626342773438,1005.8616943359375,1005.8922729492188,1005.9939575195312,1006.267578125,1006.5043334960938,1006.7454833984375,1006.8585205078125,1006.87646484375,1006.6447143554688
