index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s,Uwind FH6m/s,Uwind FH7m/s,Uwind FH8m/s,Uwind FH9m/s,Uwind FH10m/s,Uwind FH11m/s,Uwind FH12m/s,Uwind FH13m/s,Uwind FH14m/s,Uwind FH15m/s
134846,130.375,33.6000000000008,-0.048061370849609375,0.054963111877441406,0.4293184280395508,0.8555774688720703,1.6531600952148438,1.9923877716064453,1.2809724807739258,1.1918611526489258,0.6264505386352539,0.31894493103027344,0.960235595703125,1.3047657012939453,0.8223304748535156,0.42260169982910156,0.39855384826660156,0.7712430953979492
