index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11,temperature FH12,temperature FH13,temperature FH14,temperature FH15
134846,130.375,33.6000000000008,22.80333496093749,22.99004150390624,23.33257080078124,23.64409423828124,23.747213134765616,23.558065185546866,23.22276855468749,22.934163818359366,22.57854248046874,22.470968017578116,22.164632568359366,21.921102294921866,21.84172607421874,21.814412841796866,21.828634033203116,21.79784179687499
