index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11
134846,130.375,33.6000000000008,20.723958740234366,20.558004150390616,20.39354492187499,20.29027343749999,20.14330078124999,19.986348876953116,20.154378662109366,20.61119628906249,21.144368896484366,21.516927490234366,21.85973144531249,22.094686279296866
