index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa,Pressure reduced to MSL12 hPa,Pressure reduced to MSL13 hPa,Pressure reduced to MSL14 hPa,Pressure reduced to MSL15 hPa,Pressure reduced to MSL16 hPa,Pressure reduced to MSL17 hPa
134846,130.375,33.6000000000008,1005.0695190429688,1004.5938720703125,1004.330078125,1004.2221069335938,1004.4546508789062,1004.7610473632812,1005.2779541015625,1005.6345825195312,1005.7371215820312,1005.6224975585938,1005.6824951171875,1005.5624389648438,1005.0762329101562,1005.0277099609375,1005.1138305664062,1004.821044921875,1004.9358520507812,1005.0664672851562
