index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa,Pressure reduced to MSL12 hPa,Pressure reduced to MSL13 hPa,Pressure reduced to MSL14 hPa,Pressure reduced to MSL15 hPa
134846,130.375,33.6000000000008,1006.7388916015625,1006.3264770507812,1006.3128051757812,1005.8659057617188,1005.2978515625,1005.2420654296875,1005.238525390625,1005.0193481445312,1004.8377075195312,1004.9287719726562,1005.2318115234375,1005.3525390625,1005.62158203125,1005.7799682617188,1005.7562866210938,1005.4668579101562
