index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s,Uwind FH6m/s,Uwind FH7m/s,Uwind FH8m/s,Uwind FH9m/s,Uwind FH10m/s,Uwind FH11m/s,Uwind FH12m/s,Uwind FH13m/s,Uwind FH14m/s,Uwind FH15m/s
134846,130.375,33.6000000000008,-1.8175249099731445,-1.718886375427246,-0.5118913650512695,0.14055538177490234,-0.11060810089111328,-0.05914115905761719,-0.15131664276123047,-0.3759603500366211,-0.8409624099731445,-1.3113164901733398,-1.59295654296875,-1.5222597122192383,-1.5605392456054688,-1.3673019409179688,-1.0793285369873047,-1.030411720275879
