index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s,Vwind FH12m/s,Vwind FH13m/s,Vwind FH14m/s,Vwind FH15m/s
134846,130.375,33.6000000000008,-1.650588035583496,-0.6390743255615234,1.2332468032836914,0.026811599731445312,0.24571609497070312,0.7023038864135742,0.8174419403076172,1.3990554809570312,1.4392356872558594,1.475189208984375,1.179060935974121,1.1429243087768555,-0.16465473175048828,-1.2467155456542969,-2.2070016860961914,-3.312122344970703
