index,lons,lats,temperature FH34,temperature FH35,temperature FH36,temperature FH37,temperature FH38,temperature FH39
134846,130.375,33.6000000000008,16.445943603515616,16.13054443359374,15.748647460937491,15.279195556640616,15.050527343749991,14.837270507812491
