index,lons,lats,temperature FH40,temperature FH41,temperature FH42,temperature FH43,temperature FH44,temperature FH45,temperature FH46,temperature FH47,temperature FH48,temperature FH49,temperature FH50,temperature FH51
134846,130.375,33.6000000000008,14.596822509765616,14.563222656249991,14.275533447265616,14.215108642578116,14.212728271484366,14.342946777343741,14.425771484374991,14.776448974609366,14.718679199218741,13.627401123046866,12.957082519531241,13.173482666015616
