index,lons,lats,radiation FH34-35W/m2(avg),radiation FH35-36W/m2(avg),radiation FH36-37W/m2(avg),radiation FH37-38W/m2(avg),radiation FH38-39W/m2(avg),radiation FH39-40W/m2(avg)
134846,130.375,33.6000000000008,27.63280153274536,59.80802917480469,114.81828117370605,258.3714942932129,288.6351127624512,381.1142768859863
