index,lons,lats,temperature FH34,temperature FH35,temperature FH36,temperature FH37,temperature FH38,temperature FH39
134846,130.375,33.6000000000008,12.905141601562491,12.730031738281241,12.896291503906241,13.954244384765616,14.999685058593741,16.16173339843749
