index,lons,lats,Uwind FH34m/s,Uwind FH35m/s,Uwind FH36m/s,Uwind FH37m/s,Uwind FH38m/s,Uwind FH39m/s
134846,130.375,33.6000000000008,1.057662010192871,0.35384273529052734,0.508941650390625,-1.1378412246704102,-2.1649723052978516,-2.8456974029541016
