index,lons,lats,Uwind FH40m/s,Uwind FH41m/s,Uwind FH42m/s,Uwind FH43m/s,Uwind FH44m/s,Uwind FH45m/s,Uwind FH46m/s,Uwind FH47m/s,Uwind FH48m/s,Uwind FH49m/s,Uwind FH50m/s,Uwind FH51m/s
134846,130.375,33.6000000000008,-0.8655481338500977,0.05058860778808594,-0.5257425308227539,-0.32759761810302734,0.05627250671386719,-0.4168233871459961,0.8016433715820312,0.4097270965576172,1.5900297164916992,-0.0207061767578125,-1.0998849868774414,-0.9133453369140625
