index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s,Vwind FH12m/s,Vwind FH13m/s,Vwind FH14m/s,Vwind FH15m/s
134846,130.375,33.6000000000008,-1.6548433303833008,-3.122648239135742,-4.547890663146973,-6.519231796264648,-6.81109619140625,-6.5894317626953125,-6.225330352783203,-5.8422088623046875,-5.344841003417969,-4.295656204223633,-2.842195510864258,-1.817152976989746,-1.2978620529174805,-0.004261970520019531,0.3779611587524414,0.9793472290039062
