index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s
135328,130.4375,33.5500000000008,-0.33150386810302734,0.25469493865966797,0.7644147872924805,0.8789577484130859,0.80523681640625,0.9719276428222656
