index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11,temperature FH12,temperature FH13,temperature FH14,temperature FH15
135328,130.4375,33.5500000000008,13.995290527343741,13.596669921874991,13.117635498046866,12.516011962890616,12.092580566406241,11.736287841796866,11.365072021484366,11.020253906249991,10.708699951171866,10.463948974609366,11.272268066406241,13.260976562499991,15.914113769531241,18.603414306640616,20.71965576171874,21.665242919921866
