index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s,Uwind FH22m/s,Uwind FH23m/s,Uwind FH24m/s,Uwind FH25m/s,Uwind FH26m/s,Uwind FH27m/s,Uwind FH28m/s,Uwind FH29m/s,Uwind FH30m/s,Uwind FH31m/s,Uwind FH32m/s,Uwind FH33m/s
135328,130.4375,33.5500000000008,0.799901008605957,0.6858367919921875,0.4913902282714844,0.39024925231933594,0.4457836151123047,0.3092012405395508,0.11146831512451172,-0.8947992324829102,-1.1764030456542969,-1.0957469940185547,-0.8784761428833008,-0.008496284484863281,1.6492033004760742,1.6139087677001953,1.6630239486694336,1.648488998413086,1.38140869140625,1.0980825424194336
