index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s
135328,130.4375,33.5500000000008,0.28564929962158203,0.18421173095703125,-0.9359979629516602,-1.4726810455322266,-1.4248027801513672,-1.572702407836914
