index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s
135328,130.4375,33.5500000000008,-1.0269203186035156,-0.4085350036621094,0.28705406188964844,0.9723386764526367,1.0383663177490234,1.1311798095703125
