index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s,Vwind FH22m/s,Vwind FH23m/s,Vwind FH24m/s,Vwind FH25m/s,Vwind FH26m/s,Vwind FH27m/s,Vwind FH28m/s,Vwind FH29m/s,Vwind FH30m/s,Vwind FH31m/s,Vwind FH32m/s,Vwind FH33m/s
135328,130.4375,33.5500000000008,-1.3871469497680664,-1.637136459350586,-1.6643486022949219,-1.3261280059814453,-1.1638660430908203,-0.7250175476074219,-0.23958206176757812,-0.4605846405029297,0.24405670166015625,1.2301006317138672,1.0701255798339844,0.9544458389282227,0.8920965194702148,0.8614444732666016,0.6680879592895508,-0.3029060363769531,-0.22165870666503906,-0.25252342224121094
