index,lons,lats,radiation FH16-17W/m2(avg),radiation FH17-18W/m2(avg),radiation FH18-19W/m2(avg),radiation FH19-20W/m2(avg),radiation FH20-21W/m2(avg),radiation FH21-22W/m2(avg)
135328,130.4375,33.5500000000008,90.25403118133545,275.4647355079651,476.61653900146484,661.6476955413818,809.1041603088379,881.3297958374023
