index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21
135328,130.4375,33.5500000000008,16.49297119140624,15.420278320312491,14.683522949218741,14.355977783203116,14.388601074218741,14.261892089843741
