index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27,temperature FH28,temperature FH29,temperature FH30,temperature FH31,temperature FH32,temperature FH33
135328,130.4375,33.5500000000008,21.07512451171874,20.295797119140616,19.972249755859366,19.54527832031249,18.67821289062499,17.52184082031249,16.19157958984374,15.093831787109366,14.462636718749991,14.738851318359366,14.090017089843741,13.602163085937491,13.247548828124991,12.727559814453116,12.082082519531241,11.563466796874991,11.460653076171866,11.317861328124991
