index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11,temperature FH12,temperature FH13,temperature FH14,temperature FH15
135328,130.4375,33.5500000000008,16.505208740234366,18.212484130859366,18.83891845703124,18.978719482421866,19.24498535156249,19.23375488281249,18.523275146484366,17.65678955078124,16.87993408203124,15.962789306640616,14.878255615234366,14.096791992187491,13.552480468749991,13.251973876953116,12.963063964843741,12.635793457031241
