index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s
135328,130.4375,33.5500000000008,0.7060155868530273,0.7926959991455078,0.2383861541748047,-0.20541000366210938,-0.7485780715942383,-0.6267538070678711
