index,lons,lats,Uwind FH34m/s,Uwind FH35m/s,Uwind FH36m/s,Uwind FH37m/s,Uwind FH38m/s,Uwind FH39m/s
134846,130.375,33.6000000000008,1.6086530685424805,0.15134620666503906,-0.8974075317382812,-1.7125062942504883,-1.6266975402832031,-1.4108343124389648
