index,lons,lats,temperature FH40,temperature FH41,temperature FH42,temperature FH43,temperature FH44,temperature FH45,temperature FH46,temperature FH47,temperature FH48,temperature FH49,temperature FH50,temperature FH51
134846,130.375,33.6000000000008,18.728292236328116,18.47582031249999,18.14128662109374,17.881246337890616,17.647115478515616,17.65160156249999,18.58867431640624,20.353353271484366,21.35020996093749,22.12865234374999,22.870870361328116,23.11229492187499
