index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27,temperature FH28,temperature FH29,temperature FH30,temperature FH31,temperature FH32,temperature FH33
134846,130.375,33.6000000000008,16.64256835937499,16.30504394531249,16.09984374999999,15.905690917968741,15.710836181640616,15.816915283203116,17.02739501953124,18.66887451171874,20.70158935546874,21.725789794921866,22.568074951171866,23.16228271484374,23.50041748046874,23.59148193359374,23.35124755859374,23.087362060546866,22.56804443359374,21.772420654296866
