index,lons,lats,Vwind FH34m/s,Vwind FH35m/s,Vwind FH36m/s,Vwind FH37m/s,Vwind FH38m/s,Vwind FH39m/s
134846,130.375,33.6000000000008,-0.1530313491821289,0.7669849395751953,0.7660036087036133,1.0661735534667969,1.4014520645141602,1.6965069770812988
