index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s,Vwind FH12m/s,Vwind FH13m/s,Vwind FH14m/s,Vwind FH15m/s
134846,130.375,33.6000000000008,-0.0034074783325195312,-0.6026277542114258,-0.5364408493041992,-0.816187858581543,-1.1977262496948242,-1.4049911499023438,-1.3791322708129883,-1.0285768508911133,-0.7756872177124023,-0.6369028091430664,-0.10336494445800781,0.6689987182617188,1.513218879699707,1.4981956481933594,1.1534242630004883,0.7615165710449219
