index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s,Uwind FH6m/s,Uwind FH7m/s,Uwind FH8m/s,Uwind FH9m/s,Uwind FH10m/s,Uwind FH11m/s,Uwind FH12m/s,Uwind FH13m/s,Uwind FH14m/s,Uwind FH15m/s
135328,130.4375,33.5500000000008,-1.2465410232543945,-0.7815418243408203,-0.9327926635742188,-0.9020328521728516,-0.7499151229858398,-0.9527492523193359,-0.8858547210693359,0.2008056640625,-0.6388225555419922,-0.9488210678100586,-1.3302135467529297,-1.547140121459961,-1.7444791793823242,-1.3885650634765625,-1.232316017150879,-1.2195243835449219
