index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11,temperature FH12,temperature FH13,temperature FH14,temperature FH15
135328,130.4375,33.5500000000008,18.19658447265624,18.47008300781249,18.51866699218749,18.862020263671866,18.889425048828116,19.005635986328116,19.24553466796874,19.465780029296866,19.662862548828116,19.848836669921866,20.270040283203116,20.733052978515616,21.547689208984366,22.56346679687499,23.08135009765624,23.83263183593749
