index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s,Uwind FH22m/s,Uwind FH23m/s,Uwind FH24m/s,Uwind FH25m/s,Uwind FH26m/s,Uwind FH27m/s
135328,130.4375,33.5500000000008,1.6315126419067383,1.5504980087280273,1.5166854858398438,1.5840864181518555,1.2319164276123047,1.250396728515625,0.9111118316650391,0.8223991394042969,0.5018472671508789,0.07964420318603516,-0.009296417236328125,-0.05650138854980469
