index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s
135328,130.4375,33.5500000000008,-1.4677505493164062,-1.5191650390625,-1.5722217559814453,-1.2139263153076172,-0.9227313995361328,-0.5378141403198242
