index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s,Vwind FH22m/s,Vwind FH23m/s,Vwind FH24m/s,Vwind FH25m/s,Vwind FH26m/s,Vwind FH27m/s,Vwind FH28m/s,Vwind FH29m/s,Vwind FH30m/s,Vwind FH31m/s,Vwind FH32m/s,Vwind FH33m/s
135328,130.4375,33.5500000000008,2.9062137603759766,2.636563301086426,2.508610725402832,2.246668815612793,1.953934669494629,1.4912519454956055,1.1109504699707031,1.0492897033691406,1.0060319900512695,0.8884592056274414,0.7162666320800781,0.8147649765014648,0.9418182373046875,0.838444709777832,-0.23345661163330078,-0.330718994140625,-0.855372428894043,-0.6253871917724609
