index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s,Uwind FH22m/s,Uwind FH23m/s,Uwind FH24m/s,Uwind FH25m/s,Uwind FH26m/s,Uwind FH27m/s,Uwind FH28m/s,Uwind FH29m/s,Uwind FH30m/s,Uwind FH31m/s,Uwind FH32m/s,Uwind FH33m/s
135328,130.4375,33.5500000000008,-0.44767093658447266,-0.47724056243896484,-0.5606842041015625,-0.5536537170410156,-0.45369815826416016,-0.4627189636230469,-0.4976377487182617,-0.44301414489746094,-0.2216949462890625,-0.03691864013671875,0.4413003921508789,0.5670251846313477,0.9532432556152344,1.176579475402832,1.0668058395385742,1.2266836166381836,1.6913776397705078,1.6783246994018555
