index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11,temperature FH12,temperature FH13,temperature FH14,temperature FH15
135328,130.4375,33.5500000000008,19.06517578124999,19.18321777343749,19.368856201171866,20.340780029296866,21.260274658203116,22.41838623046874,23.32359863281249,23.796407470703116,23.31505371093749,22.88701416015624,22.541707763671866,22.03484130859374,21.280599365234366,20.27806640624999,19.629659423828116,19.118245849609366
