,Check,Diesel_Cf,battery state[%],battery state[kWh],battery_charging_power,battery_discharging_power,demand,diesel power,flowchart_root,hour,pv,pv+wind-demand,trashed power,wind
0,True,0.0,49.8106523333943,25.517258083780447,0.0,0.09699999999999999,0.09699999999999999,0.0,0h: discharging 0.097[kWh].,0,0.0,-0.09699999999999999,0,0.0
0,True,0.0,49.621304666788596,25.420258083780446,0.0,0.09699999999999999,0.09699999999999999,0.0,1h: discharging 0.097[kWh].,1,0.0,-0.09699999999999999,0,0.0
0,True,0.0,49.4319570001829,25.323258083780445,0.0,0.09699999999999999,0.09699999999999999,0.0,2h: discharging 0.097[kWh].,2,0.0,-0.09699999999999999,0,0.0
0,True,0.0,49.24260933357719,25.226258083780444,0.0,0.09699999999999999,0.09699999999999999,0.0,3h: discharging 0.097[kWh].,3,0.0,-0.09699999999999999,0,0.0
0,True,0.0,49.053261666971494,25.129258083780442,0.0,0.09699999999999999,0.09699999999999999,0.0,4h: discharging 0.097[kWh].,4,0.0,-0.09699999999999999,0,0.0
0,True,0.0,48.86391400036579,25.03225808378044,0.0,0.09699999999999999,0.09699999999999999,0.0,5h: discharging 0.097[kWh].,5,0.0,-0.09699999999999999,0,0.0
0,True,0.0,48.67456633376009,24.93525808378044,0.0,0.09699999999999999,0.09699999999999999,0.0,6h: discharging 0.097[kWh].,6,0.0,-0.09699999999999999,0,0.0
0,True,0.0,48.4453933967509,24.817856188693014,0.0,0.11740189508742543,0.20845179,0.0,7h: discharging 0.117[kWh].,7,0.03703008893986564,-0.11740189508742543,0,0.054019805972708924
0,True,0.0,49.0357709911234,25.120297870075788,0.30244168138277444,0.0,0.2957,0.0,8h: Battery charge PV0.302,8,0.48690037750198495,0.30244168138277444,0,0.1112413038807895
0,True,0.0,51.03500313400953,26.14447483162128,1.0241769615454943,0.0,0.2559,0.0,9h: Battery charge PV1.024,9,1.2800769615454943,1.0241769615454943,0,0.0
0,True,0.0,53.033387214646076,27.16821734346014,1.0237425118388586,0.0,0.09699999999999999,0.0,10h: Battery charge PV1.024,10,1.1207425118388585,1.0237425118388586,0,0.0
0,True,0.0,57.102245551118536,29.252633094195083,2.0844157507349426,0.0,0.09699999999999999,0.0,11h: Battery charge PV2.084,11,2.1814157507349425,2.0844157507349426,0,0.0
0,True,0.0,62.05216371415483,31.78840272062716,2.535769626432079,0.0,0.09699999999999999,0.0,12h: Battery charge PV2.536,12,2.632769626432079,2.535769626432079,0,0.0
0,True,0.0,66.48909037501014,34.06137441242624,2.2729716917990785,0.0,0.1259,0.0,13h: Battery charge PV2.273,13,2.3988716917990787,2.2729716917990785,0,0.0
0,True,0.0,69.9341665282056,35.82623580655076,1.76486139412452,0.0,0.1259,0.0,14h: Battery charge PV1.765,14,1.89076139412452,1.76486139412452,0,0.0
0,True,0.0,71.9152673287619,36.84112435045943,1.014888543908667,0.0,0.09699999999999999,0.0,15h: Battery charge PV1.015,15,1.111888543908667,1.014888543908667,0,0.0
0,True,0.0,72.24378557569712,37.00941937370403,0.1682950232445956,0.0,0.09699999999999999,0.0,16h: Battery charge PV0.168,16,0.2652950232445956,0.1682950232445956,0,0.0
0,True,0.0,72.03452990371095,36.902220797949056,0.0,0.10719857575496858,0.1259,0.0,17h: discharging 0.107[kWh].,17,0.018701424245031427,-0.10719857575496858,0,0.0
0,True,0.0,71.44540489565323,36.600420797949056,0.0,0.3018,0.3018,0.0,18h: discharging 0.302[kWh].,18,0.0,-0.3018,0,0.0
0,True,0.0,70.83890675117497,36.28972079794906,0.0,0.3107,0.3107,0.0,19h: discharging 0.311[kWh].,19,0.0,-0.3107,0,0.0
0,True,0.0,69.26771152590767,35.484820797949055,0.0,0.8049,0.8049,0.0,20h: discharging 0.805[kWh].,20,0.0,-0.8049,0,0.0
0,True,0.0,68.62217262542825,35.154120797949055,0.0,0.3307,0.3307,0.0,21h: discharging 0.331[kWh].,21,0.0,-0.3307,0,0.0
0,True,0.0,67.92021983252711,34.794520797949055,0.0,0.3596,0.3596,0.0,22h: discharging 0.36[kWh].,22,0.0,-0.3596,0,0.0
0,True,0.0,67.61804438107801,34.63972079794905,0.0,0.1548,0.1548,0.0,23h: discharging 0.155[kWh].,23,0.0,-0.1548,0,0.0
0,True,0.0,67.24520516126678,34.44872079794905,0.0,0.191,0.191,0.0,24h: discharging 0.191[kWh].,24,0.0,-0.191,0,0.0
0,True,0.0,67.05585749466108,34.35172079794905,0.0,0.09699999999999999,0.09699999999999999,0.0,25h: discharging 0.097[kWh].,25,0.0,-0.09699999999999999,0,0.0
0,True,0.0,66.86650982805538,34.25472079794905,0.0,0.09699999999999999,0.09699999999999999,0.0,26h: discharging 0.097[kWh].,26,0.0,-0.09699999999999999,0,0.0
0,True,0.0,66.67716216144967,34.15772079794905,0.0,0.09699999999999999,0.09699999999999999,0.0,27h: discharging 0.097[kWh].,27,0.0,-0.09699999999999999,0,0.0
0,True,0.0,67.43934577351324,34.548176152881524,0.3904553549324749,0.0,0.09699999999999999,0.0,28h: Battery charge wind and PV0.39,28,0.0,0.3904553549324749,0,0.4874553549324749
0,True,0.0,67.24999810690753,34.45117615288152,0.0,0.09699999999999999,0.09699999999999999,0.0,29h: discharging 0.097[kWh].,29,0.0,-0.09699999999999999,0,0.0
0,True,0.0,67.06065044030183,34.35417615288152,0.0,0.09699999999999999,0.09699999999999999,0.0,30h: discharging 0.097[kWh].,30,0.0,-0.09699999999999999,0,0.0
0,True,0.0,66.69274789190665,34.16570513639603,0.0,0.1884710164854961,0.374059304,0.0,31h: discharging 0.188[kWh].,31,0.018181977115384516,-0.18847101648549608,0,0.16740631039911938
0,True,0.0,66.26569979049569,33.94693473072145,0.0,0.21877040567457404,0.317613011,0.0,32h: discharging 0.219[kWh].,32,0.09884260532542596,-0.21877040567457404,0,0.0
0,True,0.0,66.50282057789829,34.06840819163264,0.12147346091119238,0.0,0.38377701799999997,0.0,33h: Battery charge PV0.121,33,0.14300274344856387,0.12147346091119238,0,0.36224773546262845
0,True,0.0,71.38442477161847,36.56918158524891,2.5007733936162713,0.0,0.09699999999999999,0.0,34h: Battery charge wind and PV2.501,34,0.3572880678846916,2.5007733936162713,0,2.2404853257315795
0,True,0.0,78.79469561367445,40.365353381631614,3.796171796382698,0.0,0.09699999999999999,0.0,35h: Battery charge wind and PV3.796,35,0.43677037609229735,3.796171796382698,0,3.4564014202904008
0,True,0.0,80.00000000000001,40.982812934048724,0.6174595524171083,0.0,0.09699999999999999,0.0,36h: Battery fullcharge only wind 0.617[kWh],36,0.0,0.6174595524171083,0,0.7144595524171082
0,True,0.0,80.00000000000001,40.982812934048724,0.0,0.0,0.1259,0.0,"37h: Fullcharge ,no diesel ",37,0.0,0.0,0,0.1259
0,True,0.0,80.00000000000001,40.982812934048724,0.0,0.0,0.1259,0.0,"38h: Fullcharge ,no diesel ",38,0.0,0.0,0,0.1259
0,True,0.0,80.00000000000001,40.982812934048724,0.0,0.0,0.09699999999999999,0.0,"39h: Fullcharge ,no diesel ",39,0.0,0.0,0,0.09699999999999999
0,True,0.0,80.00000000000001,40.982812934048724,0.0,0.0,0.09699999999999999,0.0,"40h: Fullcharge ,no diesel ",40,0.0,0.0,0,0.09699999999999999
0,True,0.0,80.00000000000001,40.982812934048724,0.0,0.0,0.1259,0.0,"41h: Fullcharge ,no diesel ",41,0.0,0.0,0,0.1259
0,True,0.0,80.00000000000001,40.982812934048724,0.0,0.0,0.3018,0.0,"42h: Fullcharge ,no diesel ",42,0.0,0.0,0,0.3018
0,True,0.0,80.00000000000001,40.982812934048724,0.0,0.0,0.3107,0.0,"43h: Fullcharge ,no diesel ",43,0.0,0.0,0,0.3107
0,True,0.0,80.00000000000001,40.982812934048724,0.0,0.0,0.8049,0.0,"44h: Fullcharge ,no diesel ",44,0.0,0.0,0,0.8049
0,True,0.0,79.28864835005555,40.61839803904872,0.0,0.364414895,0.364414895,0.0,45h: discharging 0.364[kWh].,45,0.0,-0.364414895,0,0.0
