,Check,Diesel_Cf,battery state[%],battery state[kWh],battery_charging_power,battery_discharging_power,demand,diesel power,flowchart_root,hour,pv,pv+wind-demand,trashed power,wind
0,True,0.0,49.80852874499566,25.23317292799461,0.0,0.09699999999999999,0.09699999999999999,0.0,0h: discharging 0.097[kWh].,0,0.0,-0.09699999999999999,0,0.0
0,True,0.0,49.617057489991325,25.136172927994608,0.0,0.09699999999999999,0.09699999999999999,0.0,1h: discharging 0.097[kWh].,1,0.0,-0.09699999999999999,0,0.0
0,True,0.0,49.42558623498699,25.039172927994606,0.0,0.09699999999999999,0.09699999999999999,0.0,2h: discharging 0.097[kWh].,2,0.0,-0.09699999999999999,0,0.0
0,True,0.0,49.23411497998264,24.942172927994605,0.0,0.09699999999999999,0.09699999999999999,0.0,3h: discharging 0.097[kWh].,3,0.0,-0.09699999999999999,0,0.0
0,True,0.0,49.042643724978305,24.845172927994604,0.0,0.09699999999999999,0.09699999999999999,0.0,4h: discharging 0.097[kWh].,4,0.0,-0.09699999999999999,0,0.0
0,True,0.0,48.85117246997396,24.748172927994602,0.0,0.09699999999999999,0.09699999999999999,0.0,5h: discharging 0.097[kWh].,5,0.0,-0.09699999999999999,0,0.0
0,True,0.0,48.65970121496962,24.6511729279946,0.0,0.09699999999999999,0.09699999999999999,0.0,6h: discharging 0.097[kWh].,6,0.0,-0.09699999999999999,0,0.0
0,True,0.0,48.43196555568945,24.535801255365847,0.0,0.1153716726287541,0.20845179,0.0,7h: discharging 0.115[kWh].,7,0.03871836988143679,-0.1153716726287541,0,0.05436174748980911
0,True,0.0,49.07417329197934,24.861145915684226,0.32534466031837767,0.0,0.2957,0.0,8h: Battery charge PV0.325,8,0.5090992069219009,0.32534466031837767,0,0.11194545339647671
0,True,0.0,51.211028833142905,25.943684323280554,1.0825384075963282,0.0,0.2559,0.0,9h: Battery charge PV1.083,9,1.3384384075963283,1.0825384075963282,0,0.0
0,True,0.0,53.33268738370837,27.01852388288019,1.074839559599635,0.0,0.09699999999999999,0.0,10h: Battery charge PV1.075,10,1.171839559599635,1.074839559599635,0,0.0
0,True,0.0,57.6434971951065,29.202395042528394,2.1838711596482074,0.0,0.09699999999999999,0.0,11h: Battery charge PV2.184,11,2.2808711596482074,2.1838711596482074,0,0.0
0,True,0.0,62.885868084723626,31.858198266262136,2.6558032237337432,0.0,0.09699999999999999,0.0,12h: Battery charge PV2.656,12,2.752803223733743,2.6558032237337432,0,0.0
0,True,0.0,67.58844431437514,34.24053964834513,2.382341382082993,0.0,0.1259,0.0,13h: Battery charge PV2.382,13,2.508241382082993,2.382341382082993,0,0.0
0,True,0.0,71.2423184008916,36.091604897716735,1.8510652493716062,0.0,0.1259,0.0,14h: Battery charge PV1.851,14,1.9769652493716063,1.8510652493716062,0,0.0
0,True,0.0,73.34570301529372,37.15718681805452,1.065581920337784,0.0,0.09699999999999999,0.0,15h: Battery charge PV1.066,15,1.162581920337784,1.065581920337784,0,0.0
0,True,0.0,73.7017811028494,37.33757720872761,0.18039039067309065,0.0,0.09699999999999999,0.0,16h: Battery charge PV0.18,16,0.2773903906730906,0.18039039067309065,0,0.0
0,True,0.0,73.49186161644481,37.23123127089593,0.0,0.1063459378316734,0.1259,0.0,17h: discharging 0.106[kWh].,17,0.019554062168326614,-0.1063459378316734,0,0.0
0,True,0.0,72.89612940242101,36.92943127089593,0.0,0.3018,0.3018,0.0,18h: discharging 0.302[kWh].,18,0.0,-0.3018,0,0.0
0,True,0.0,72.28282920726795,36.618731270895935,0.0,0.3107,0.3107,0.0,19h: discharging 0.311[kWh].,19,0.0,-0.3107,0,0.0
0,True,0.0,70.69401257682473,35.81383127089593,0.0,0.8049,0.8049,0.0,20h: discharging 0.805[kWh].,20,0.0,-0.8049,0,0.0
0,True,0.0,70.04123377239243,35.48313127089593,0.0,0.3307,0.3307,0.0,21h: discharging 0.331[kWh].,21,0.0,-0.3307,0,0.0
0,True,0.0,69.33140837755161,35.12353127089593,0.0,0.3596,0.3596,0.0,22h: discharging 0.36[kWh].,22,0.0,-0.3596,0,0.0
0,True,0.0,69.02584394173026,34.96873127089593,0.0,0.1548,0.1548,0.0,23h: discharging 0.155[kWh].,23,0.0,-0.1548,0,0.0
0,True,0.0,68.64882322311347,34.77773127089593,0.0,0.191,0.191,0.0,24h: discharging 0.191[kWh].,24,0.0,-0.191,0,0.0
0,True,0.0,68.45735196810912,34.680731270895926,0.0,0.09699999999999999,0.09699999999999999,0.0,25h: discharging 0.097[kWh].,25,0.0,-0.09699999999999999,0,0.0
0,True,0.0,68.26588071310479,34.583731270895925,0.0,0.09699999999999999,0.09699999999999999,0.0,26h: discharging 0.097[kWh].,26,0.0,-0.09699999999999999,0,0.0
0,True,0.0,68.07440945810045,34.48673127089592,0.0,0.09699999999999999,0.09699999999999999,0.0,27h: discharging 0.097[kWh].,27,0.0,-0.09699999999999999,0,0.0
0,True,0.0,68.8512318541899,34.880272183441626,0.39354091254570345,0.0,0.09699999999999999,0.0,28h: Battery charge wind and PV0.394,28,0.0,0.39354091254570345,0,0.4905409125457034
0,True,0.0,68.65976059918557,34.783272183441625,0.0,0.09699999999999999,0.09699999999999999,0.0,29h: discharging 0.097[kWh].,29,0.0,-0.09699999999999999,0,0.0
0,True,0.0,68.46828934418123,34.68627218344162,0.0,0.09699999999999999,0.09699999999999999,0.0,30h: discharging 0.097[kWh].,30,0.0,-0.09699999999999999,0,0.0
0,True,0.0,68.09998867801744,34.499689792173136,0.0,0.18658239126848505,0.374059304,0.0,31h: discharging 0.187[kWh].,31,0.019010932333230066,-0.18658239126848508,0,0.16846598039828484
0,True,0.0,67.67704652018573,34.285425832244805,0.0,0.21426395992832842,0.317613011,0.0,32h: discharging 0.214[kWh].,32,0.1033490510716716,-0.21426395992832842,0,0.0
0,True,0.0,67.93422254593831,34.41571209634976,0.13028626410495248,0.0,0.38377701799999997,0.0,33h: Battery charge PV0.13,33,0.1495225443258629,0.13028626410495248,0,0.3645407377790895
0,True,0.0,72.93072422815024,36.946957129258635,2.5312450329088754,0.0,0.09699999999999999,0.0,34h: Battery charge wind and PV2.531,34,0.3735775949403803,2.5312450329088754,0,2.2546674379684952
0,True,0.0,80.0,40.52827668479138,3.581319555532745,0.0,0.09699999999999999,0.0,35h: Battery fullcharge wind and PV3.581,35,0.20003936089135044,3.581319555532745,0,3.4782801946413944
0,True,0.0,80.0,40.52827668479138,0.0,0.0,0.09699999999999999,0.0,36h: Battery fullcharge only wind 0[kWh],36,0.0,0.0,0,0.09699999999999999
0,True,0.0,80.0,40.52827668479138,0.0,0.0,0.1259,0.0,37h: Battery fullcharge only wind 0[kWh],37,0.0,0.0,0,0.1259
0,True,0.0,80.0,40.52827668479138,0.0,0.0,0.1259,0.0,38h: Battery fullcharge only wind 0[kWh],38,0.0,0.0,0,0.1259
0,True,0.0,80.0,40.52827668479138,0.0,0.0,0.09699999999999999,0.0,39h: Battery fullcharge only wind 0[kWh],39,0.0,0.0,0,0.09699999999999999
