index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s
134846,130.375,33.6000000000008,-3.2782344818115234,-2.3315601348876953,-1.7810840606689453,-1.753615379333496,-1.5179271697998047,-0.4582862854003906
