index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11,temperature FH12,temperature FH13,temperature FH14,temperature FH15
134846,130.375,33.6000000000008,20.71935058593749,20.741964111328116,20.829549560546866,20.80589843749999,20.745748291015616,20.80418945312499,20.90697265624999,20.920858154296866,20.919759521484366,20.867635498046866,20.678548583984366,20.754232177734366,20.62523437499999,20.387349853515616,20.18694091796874,20.09984374999999
