index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11
134846,130.375,33.6000000000008,19.40440917968749,19.06426025390624,19.022725830078116,18.777486572265616,18.571614990234366,18.681295166015616,19.112569580078116,19.997701416015616,21.077779541015616,22.07933593749999,22.681600341796866,23.02257324218749
