index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa,Pressure reduced to MSL12 hPa,Pressure reduced to MSL13 hPa,Pressure reduced to MSL14 hPa,Pressure reduced to MSL15 hPa
134846,130.375,33.6000000000008,1007.0059814453125,1007.0869750976562,1007.06640625,1007.0414428710938,1006.7734985351562,1006.5194091796875,1006.320556640625,1006.188720703125,1006.0339965820312,1006.4307250976562,1007.0175170898438,1007.516357421875,1008.0875244140625,1008.3035278320312,1008.3771362304688,1008.161865234375
