index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5
134846,130.375,33.6000000000008,21.168905029296866,20.98680664062499,20.78178955078124,20.587301025390616,20.318929443359366,19.817708740234366
