index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27
135328,130.4375,33.5500000000008,11.615926513671866,11.137777099609366,10.847615966796866,10.502218017578116,10.049215087890616,9.618367919921866,10.224477539062491,11.866292724609366,14.198079833984366,16.558919677734366,18.513936767578116,20.20012451171874
