index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s
135328,130.4375,33.5500000000008,-1.308797836303711,-1.7532615661621094,-1.2623710632324219,-0.6015424728393555,-0.7836990356445312,-0.8704452514648438
