index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s
135328,130.4375,33.5500000000008,0.024545669555664062,-0.6493148803710938,-0.6203603744506836,-0.4441194534301758,-0.029770851135253906,0.6581783294677734
