index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s,Uwind FH22m/s,Uwind FH23m/s,Uwind FH24m/s,Uwind FH25m/s,Uwind FH26m/s,Uwind FH27m/s,Uwind FH28m/s,Uwind FH29m/s,Uwind FH30m/s,Uwind FH31m/s,Uwind FH32m/s,Uwind FH33m/s
135328,130.4375,33.5500000000008,-1.066452980041504,-1.0176620483398438,-1.1030292510986328,-0.9932975769042969,-0.4278402328491211,-0.5601358413696289,-0.45342254638671875,0.2297229766845703,1.139317512512207,1.3230113983154297,1.4682445526123047,1.6167163848876953,1.6917400360107422,1.5125446319580078,1.4188222885131836,1.1209096908569336,0.7669172286987305,0.37705516815185547
