index,lons,lats,radiation FH16-17W/m2(avg),radiation FH17-18W/m2(avg),radiation FH18-19W/m2(avg),radiation FH19-20W/m2(avg),radiation FH20-21W/m2(avg),radiation FH21-22W/m2(avg)
135328,130.4375,33.5500000000008,88.94385698437691,287.3232479095459,504.4682683944702,698.003475189209,844.247407913208,928.632230758667
