index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s
135328,130.4375,33.5500000000008,0.5046377182006836,0.224334716796875,0.16484451293945312,0.5960588455200195,0.48717594146728516,0.40164852142333984
