index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s,Vwind FH12m/s,Vwind FH13m/s,Vwind FH14m/s,Vwind FH15m/s
135328,130.4375,33.5500000000008,0.6902542114257812,-0.20247840881347656,-0.7091140747070312,-0.7025222778320312,-0.10495185852050781,0.8902626037597656,0.40020275115966797,0.2679605484008789,0.033138275146484375,0.6863117218017578,0.020310401916503906,0.09619140625,-0.5044012069702148,-1.3225374221801758,-1.9159002304077148,-1.6782045364379883
