Time,Month,Hour,Temperature(2m),Tc(the PV cell temperature)[ÅãC],Mean Sea Level Pressure[hpa],Shortwave Radiation[W/m2],Wind Speed(10m)[m/s],Wind Speed(80m)[m/s],Ppv(the output of the PV array)[W],Ppv(the output of the PV array)[kW],Pwt[kW],,,,,,
2017/3/27 4:00,3,4,3.02,3.02,1027.1,0,3.82,6.38,0,0,0.332443335,,,,,,
2017/3/27 5:00,3,5,2.53,2.53,1026.6,0,4.36,7.04,0,0,0.412340513,,,,,,
2017/3/27 6:00,3,6,2.87,2.887913827,1027.1,30.26,4.77,6.74,15.77088966,0.01577089,0.426041984,,,,,,
2017/3/27 7:00,3,7,4.75,4.866141561,1027.7,190.46,5.15,6.62,101.7544623,0.101754462,0.445850497,,,,,,
2017/3/27 8:00,3,8,7.14,7.361799315,1027.2,356,5.22,6.42,193.1343783,0.193134378,0.437998744,,,,,,
2017/3/27 9:00,3,9,9.72,10.03285487,1027.3,496.62,4.54,5.12,245,0.245,0.30785248,,,,,,
2017/3/27 10:00,3,10,12.22,12.60783152,1027.3,610.54,3.22,3.26,245,0.245,0.097439747,,,,,,
2017/3/27 11:00,3,11,14.09,14.52870982,1026.6,686.19,1.96,1.73,245,0.245,0,,,,,,
2017/3/27 12:00,3,12,15.71,16.16727202,1023.4,712,1.3,1.08,245,0.245,0,,,,,,
2017/3/27 13:00,3,13,16.86,17.30593179,1023.6,691.53,1.4,1.1,245,0.245,0,,,,,,
2017/3/27 14:00,3,14,17.48,17.883666,1023.4,623.89,1.8,1.66,245,0.245,0,,,,,,
2017/3/27 15:00,3,15,17.55,17.88353927,1023.4,514.42,1.88,1.84,245,0.245,0,,,,,,
2017/3/27 16:00,3,16,17.4,17.64232919,1023.3,374.69,1.75,1.7,205.6578102,0.20565781,0,,,,,,
2017/3/27 17:00,3,17,16.81,16.94490416,1023.7,210.93,1.41,1.98,114.6914469,0.114691447,0,,,,,,
2017/3/27 18:00,3,18,16.14,16.16737193,1024.1,47.17,1.77,2.8,23.31651898,0.023316519,0,,,,,,
2017/3/27 19:00,3,19,15.06,15.06,1024.1,0,1.49,3.35,0,0,0,,,,,,
2017/3/27 20:00,3,20,13.98,13.98,1025.1,0,1,2.6,0,0,0,,,,,,
2017/3/27 21:00,3,21,13.35,13.35,1025.7,0,1,0.85,0,0,0,,,,,,
2017/3/27 22:00,3,22,12.79,12.79,1025.6,0,1.03,0.58,0,0,0,,,,,,
2017/3/27 23:00,3,23,12.19,12.19,1026.6,0,1.3,1.53,0,0,0,,,,,,
2017/3/28 0:00,3,0,11.25,11.25,1027.2,0,1.46,1.49,0,0,0,,,,,,
2017/3/28 1:00,3,1,10.64,10.64,1027.3,0,1.3,0.95,0,0,0,,,,,,
2017/3/28 2:00,3,2,10.35,10.35,1027.4,0,1.1,0.8,0,0,0,,,,,,
2017/3/28 3:00,3,3,10.05,10.05,1027.9,0,0.82,0.54,0,0,0,,,,,,
2017/3/28 4:00,3,4,9.76,9.76,1028.4,0,1,0.61,0,0,0,,,,,,
2017/3/28 5:00,3,5,9.82,9.82,1028.6,0,1.82,1.43,0,0,0,,,,,,
2017/3/28 6:00,3,6,9.6,9.61634545,1028.6,27.59,1.68,1.3,14.15380778,0.014153808,0,,,,,,
2017/3/28 7:00,3,7,10.11,10.21960697,1029.5,180.67,1,1,94.76848751,0.094768488,0,,,,,,
2017/3/28 8:00,3,8,12.24,12.45529659,1030.3,347.1,1.2,1.3,185.1156709,0.185115671,0,,,,,,
2017/3/28 9:00,3,9,14.68,14.99051508,1029.6,493.95,3.18,2.96,245,0.245,0.073608071,,,,,,
2017/3/28 10:00,3,10,15.91,16.29667222,1029.6,609.65,3.35,3.22,245,0.245,0.102467692,,,,,,
2017/3/28 11:00,3,11,16.86,17.29685391,1029.7,684.41,3.04,3.01,245,0.245,0.068852132,,,,,,
2017/3/28 12:00,3,12,18.39,18.83713621,1025,698.65,3.04,2.94,245,0.245,0.063868674,,,,,,
2017/3/28 13:00,3,13,18.86,19.29581371,1025.2,678.18,3.5,3.72,245,0.245,0.146715113,,,,,,
2017/3/28 14:00,3,14,18.5,18.76869163,1025.5,433.43,4,4.2,227.3805362,0.227380536,0.211079537,,,,,,
2017/3/28 15:00,3,15,18.22,18.54853923,1025.4,508.19,3.91,4.42,245,0.245,0.220236658,,,,,,
2017/3/28 16:00,3,16,17.15,17.27314075,1026.2,200.25,3.71,4.31,104.6037014,0.104603701,0.199845424,,,,,,
2017/3/28 17:00,3,17,16.62,16.70392575,1026.8,132.61,2.9,4.11,71.39459855,0.071394599,0.13094657,,,,,,
2017/3/28 18:00,3,18,15.38,15.40825398,1026.8,48.95,2.71,4.77,24.11397783,0.024113978,0.153753408,,,,,,
2017/3/28 19:00,3,19,14.47,14.47,1027.6,0,2.4,4.94,0,0,0.135975955,,,,,,
2017/3/28 20:00,3,20,14.2,14.2,1028.6,0,2.06,4.18,0,0,0.067120836,,,,,,
2017/3/28 21:00,3,21,13.55,13.55,1029.4,0,1.84,3.57,0,0,0.01647145,,,,,,
2017/3/28 22:00,3,22,12.63,12.63,1029.6,0,1.77,2.62,0,0,0,,,,,,
2017/3/28 23:00,3,23,11.52,11.52,1029.9,0,1.97,1.5,0,0,0,,,,,,
2017/3/29 0:00,3,0,10.31,10.31,1030.7,0,2.18,0.98,0,0,0,,,,,,
2017/3/29 1:00,3,1,10.03,10.03,1031.3,0,1.82,0.7,0,0,0,,,,,,
2017/3/29 2:00,3,2,10.17,10.17,1030.8,0,1.4,0.28,0,0,0,,,,,,
2017/3/29 3:00,3,3,9.94,9.94,1031.1,0,1.2,0.1,0,0,0,,,,,,
2017/3/29 4:00,3,4,9.72,9.72,1031.3,0,1.12,0.51,0,0,0,,,,,,
2017/3/29 5:00,3,5,9.4,9.4,1031.9,0,1.36,0.85,0,0,0,,,,,,
2017/3/29 6:00,3,6,9.71,9.72582203,1032.2,26.7,1.28,0.89,13.69684788,0.013696848,0,,,,,,
2017/3/29 7:00,3,7,10.19,10.273831,1031.9,139.73,0.92,1.39,72.47227612,0.072472276,0,,,,,,
2017/3/29 8:00,3,8,11.49,11.65413276,1032.7,270.56,0.71,0.76,141.4066993,0.141406699,0,,,,,,
2017/3/29 9:00,3,9,13.55,13.85882433,1032.5,492.17,0.28,0,245,0.245,0,,,,,,
2017/3/29 10:00,3,10,14.8,15.18804791,1031.7,612.32,0.51,0.1,245,0.245,0,,,,,,
2017/3/29 11:00,3,11,15.98,16.41564682,1031.5,683.52,0.8,0.41,245,0.245,0,,,,,,
2017/3/29 12:00,3,12,17.36,17.81159745,1028,705.77,1.44,1.06,245,0.245,0,,,,,,
2017/3/29 13:00,3,13,18.23,18.66391542,1027.7,676.4,1.8,1.64,245,0.245,0,,,,,,
2017/3/29 14:00,3,14,18.74,19.14404098,1027.3,626.56,1.94,1.86,245,0.245,0,,,,,,
2017/3/29 15:00,3,15,18.84,19.17968552,1026.9,525.99,2.11,2.16,245,0.245,0,,,,,,
2017/3/29 16:00,3,16,18.61,18.86220881,1027.1,392.49,2.06,2.11,213.3812562,0.213381256,0,,,,,,
2017/3/29 17:00,3,17,17.88,18.02675857,1027.4,232.29,1.57,2.28,124.428545,0.124428545,0,,,,,,
2017/3/29 18:00,3,18,17.29,17.32290342,1027.3,59.63,1.71,2.91,27.94676805,0.027946768,0,,,,,,
2017/3/29 19:00,3,19,16.2,16.2,1027.6,0,1.6,4.13,0,0,0.021101312,,,,,,
2017/3/29 20:00,3,20,15,15,1028.2,0,1.17,3.77,0,0,0,,,,,,
2017/3/29 21:00,3,21,13.69,13.69,1028.9,0,1.22,3.71,0,0,0,,,,,,
2017/3/29 22:00,3,22,11.77,11.77,1029.8,0,2.02,4.08,0,0,0.058480313,,,,,,
2017/3/29 23:00,3,23,10.72,10.72,1029.7,0,2.11,3.32,0,0,0.025051129,,,,,,
2017/3/30 0:00,3,0,10.68,10.68,1029.8,0,1.65,3.14,0,0,0,,,,,,
2017/3/30 1:00,3,1,10.57,10.57,1030,0,1.35,2.97,0,0,0,,,,,,
2017/3/30 2:00,3,2,10.43,10.43,1029.3,0,1.35,2.91,0,0,0,,,,,,
2017/3/30 3:00,3,3,9.83,9.83,1029.3,0,1.63,4.08,0,0,0.021830244,,,,,,
2017/3/30 4:00,3,4,9.23,9.23,1029.8,0,2.08,4.83,0,0,0.10093091,,,,,,
2017/3/30 5:00,3,5,8.57,8.57,1029.5,0,2.52,5.28,0,0,0.163873957,,,,,,
2017/3/30 6:00,3,6,7.98,8.003585488,1029.4,40.05,2.39,5.59,20.50481714,0.020504817,0.166854444,,,,,,
2017/3/30 7:00,3,7,9.96,10.08406058,1029.5,203.81,2.51,3.49,107.3015176,0.107301518,0.065097772,,,,,,
2017/3/30 8:00,3,8,12.66,12.88796286,1029.3,366.68,2.86,3.01,195.7944079,0.195794408,0.057761082,,,,,,
2017/3/30 9:00,3,9,15.56,15.87833983,1028.7,506.41,3.77,4.2,245,0.245,0.196461385,,,,,,
2017/3/30 10:00,3,10,17.19,17.57941532,1028,614.99,4.44,4.68,245,0.245,0.271680315,,,,,,
2017/3/30 11:00,3,11,18.68,19.11634139,1027.7,685.3,4.61,4.71,245,0.245,0.284327323,,,,,,
2017/3/30 12:00,3,12,19.7,20.15476703,1025,711.11,3.42,3.45,245,0.245,0.123024438,,,,,,
2017/3/30 13:00,3,13,20.46,20.90452333,1024.2,692.42,3.24,3.26,245,0.245,0.098664755,,,,,,
2017/3/30 14:00,3,14,20.96,21.36514787,1024.1,629.23,3.35,3.45,245,0.245,0.118714318,,,,,,
2017/3/30 15:00,3,15,21.09,21.43006147,1023.9,527.77,3.48,3.57,245,0.245,0.13510574,,,,,,
2017/3/30 16:00,3,16,20.82,21.07308713,1023.4,395.16,3.45,3.77,212.9220145,0.212922014,0.146946836,,,,,,
2017/3/30 17:00,3,17,20.1,20.24750774,1023.9,234.96,2.68,4.25,124.3598319,0.124359832,0.12246832,,,,,,
2017/3/30 18:00,3,18,19.14,19.17472831,1023.2,64.97,2.8,4.8,29.358566,0.029358566,0.162765674,,,,,,
2017/3/30 19:00,3,19,17.32,17.32,1023.1,0,2.28,3.89,0,0,0.070496777,,,,,,
2017/3/30 20:00,3,20,14.93,14.93,1023.8,0,2.1,3.26,0,0,0.020838865,,,,,,
2017/3/30 21:00,3,21,13.9,13.9,1024.4,0,2.14,3.56,0,0,0.040949126,,,,,,
2017/3/30 22:00,3,22,13.64,13.64,1023.9,0,2.08,3.89,0,0,0.053863457,,,,,,
2017/3/30 23:00,3,23,13.31,13.31,1023.8,0,1.94,2.92,0,0,0,,,,,,
2017/3/31 0:00,3,0,13.16,13.16,1023.8,0,2.06,1.62,0,0,0,,,,,,
2017/3/31 1:00,3,1,12.85,12.85,1024,0,1.48,0.71,0,0,0,,,,,,
2017/3/31 2:00,3,2,12.79,12.79,1023.2,0,1.28,0.36,0,0,0,,,,,,
2017/3/31 3:00,3,3,12.79,12.79,1023.1,0,1.72,0.92,0,0,0,,,,,,
2017/3/31 4:00,3,4,12.25,12.25,1023.3,0,1.9,1.88,0,0,0,,,,,,
2017/3/31 5:00,3,5,10.91,10.91,1022.4,0,2.47,3.67,0,0,0.072857413,,,,,,
2017/3/31 6:00,3,6,10.42,10.44456715,1022.5,41.83,2.15,4.8,21.22939833,0.021229398,0.106119548,,,,,,
2017/3/31 7:00,3,7,11.01,11.13265248,1022.5,202.03,1.57,3.05,105.8072785,0.105807278,0,,,,,,
2017/3/31 8:00,3,8,13.44,13.67058502,1021.8,371.13,1.65,1.77,197.6587795,0.19765878,0,,,,,,
2017/3/31 9:00,3,9,15.54,15.86158766,1021.5,511.75,0.71,0.36,245,0.245,0,,,,,,
2017/3/31 10:00,3,10,17.59,17.98265191,1021,620.33,0.2,0.22,245,0.245,0,,,,,,
2017/3/31 11:00,3,11,19.46,19.89954311,1020,690.64,0.14,0,245,0.245,0,,,,,,
2017/3/31 12:00,3,12,20.77,21.22478435,1017.9,712,0.14,0.2,245,0.245,0,,,,,,
2017/3/31 13:00,3,13,21.41,21.85137583,1017.5,688.86,1.2,1.06,245,0.245,0,,,,,,
2017/3/31 14:00,3,14,21.62,21.99552048,1016.8,587.4,1.98,2.05,245,0.245,0,,,,,,
2017/3/31 15:00,3,15,21.59,21.90369365,1016.9,489.5,2.86,3.02,245,0.245,0.058448854,,,,,,
2017/3/31 16:00,3,16,20.76,20.99908842,1016.4,374.69,4.46,5.31,201.1829264,0.201182926,0.315082258,,,,,,
2017/3/31 17:00,3,17,19.44,19.5849051,1016,232.29,3.22,4.72,122.3719268,0.122371927,0.190960956,,,,,,
2017/3/31 18:00,3,18,18.18,18.21497844,1016.1,65.86,2.4,4.5,29.642156,0.029642156,0.113307561,,,,,,
2017/3/31 19:00,3,19,17.08,17.08,1015.9,0,1.08,3.69,0,0,0,,,,,,
2017/3/31 20:00,3,20,16.54,16.54,1015.9,0,0.94,1.39,0,0,0,,,,,,
2017/3/31 21:00,3,21,16.53,16.53,1016.2,0,2.2,0.92,0,0,0,,,,,,
2017/3/31 22:00,3,22,15.41,15.41,1015.9,0,2.36,2.83,0,0,0.013329092,,,,,,
2017/3/31 23:00,3,23,14.05,14.05,1015.5,0,2.3,4.24,0,0,0.09106314,,,,,,
2017/4/1 0:00,4,0,12.96,12.96,1015.7,0,0.92,2.31,0,0,0,,,,,,
2017/4/1 1:00,4,1,12.9,12.9,1015.7,0,0.36,1.51,0,0,0,,,,,,
2017/4/1 2:00,4,2,12.43,12.43,1014.9,0,0.54,2.72,0,0,0,,,,,,
2017/4/1 3:00,4,3,12.26,12.26,1014.9,0,1.41,3.71,0,0,0,,,,,,
2017/4/1 4:00,4,4,11.98,11.98,1015.1,0,1.24,3.5,0,0,0,,,,,,
2017/4/1 5:00,4,5,11.72,11.72,1015,0,0.41,2.3,0,0,0,,,,,,
2017/4/1 6:00,4,6,11.62,11.63109856,1014.7,18.69,0.92,0.14,9.562388114,0.009562388,0,,,,,,
2017/4/1 7:00,4,7,11.6,11.65368122,1014.5,89.89,1.51,1.22,46.24849609,0.046248496,0,,,,,,
2017/4/1 8:00,4,8,12.57,12.66519651,1014.9,159.31,0.71,0.6,81.80864277,0.081808643,0,,,,,,
2017/4/1 9:00,4,9,13.87,14.07071936,1014.6,331.97,2.59,2.51,171.885183,0.171885183,0.006149076,,,,,,
2017/4/1 10:00,4,10,15.53,15.91090657,1014.1,604.31,3.67,3.86,245,0.245,0.167006036,,,,,,
2017/4/1 11:00,4,11,15.57,15.89921595,1014.3,533.11,4.47,4.63,245,0.245,0.270099279,,,,,,
2017/4/1 12:00,4,12,14.33,14.53795656,1013.9,346.21,5.41,5.93,177.8739459,0.177873946,0.418326724,,,,,,
2017/4/1 13:00,4,13,13.32,13.58203638,1014,429.87,6.61,7.12,224.668918,0.224668918,0.575496885,,,,,,
2017/4/1 14:00,4,14,14.19,14.51517383,1013.7,516.2,4.97,5.28,245,0.245,0.346171004,,,,,,
2017/4/1 15:00,4,15,14.44,14.73243118,1013.9,459.24,4.92,5.2,245,0.245,0.337538445,,,,,,
2017/4/1 16:00,4,16,13.89,14.14257115,1013.6,396.94,4.66,5.02,216.2492594,0.216249259,0.308820798,,,,,,
2017/4/1 17:00,4,17,13.44,13.5712566,1014.1,211.82,3.94,4.63,112.5419115,0.112541911,0.236066894,,,,,,
2017/4/1 18:00,4,18,12.73,12.75734443,1013.9,47.17,3.14,4.7,23.49345909,0.023493459,0.1837669,,,,,,
2017/4/1 19:00,4,19,11.85,11.85,1014.4,0,3.35,5.78,0,0,0.261314176,,,,,,
2017/4/1 20:00,4,20,11.16,11.16,1015.2,0,2.24,4.85,0,0,0.116933936,,,,,,
2017/4/1 21:00,4,21,11.01,11.01,1015.8,0,1.02,3.3,0,0,0,,,,,,
2017/4/1 22:00,4,22,10.78,10.78,1015.9,0,1.12,3.48,0,0,0,,,,,,
2017/4/1 23:00,4,23,9.93,9.93,1016.3,0,2.21,4.26,0,0,0.08440782,,,,,,
2017/4/2 0:00,4,0,9.56,9.56,1016.6,0,2.81,4.2,0,0,0.129568582,,,,,,
2017/4/2 1:00,4,1,9.23,9.23,1016.8,0,1.9,3.3,0,0,0.007181342,,,,,,
2017/4/2 2:00,4,2,9.02,9.02,1016.3,0,1.33,1.9,0,0,0,,,,,,
2017/4/2 3:00,4,3,8.81,8.81,1016.2,0,1.58,2.28,0,0,0,,,,,,
2017/4/2 4:00,4,4,8.68,8.68,1017,0,1.93,3.1,0,0,0,,,,,,
2017/4/2 5:00,4,5,8.56,8.56,1016.7,0,1.8,3.06,0,0,0,,,,,,
2017/4/2 6:00,4,6,8.53,8.53635387,1016.8,10.68,1.94,2.91,5.5166713,0.005516671,0,,,,,,
2017/4/2 7:00,4,7,9.26,9.289741229,1017.2,49.84,2.31,2.47,25.77431737,0.025774317,0,,,,,,
2017/4/2 8:00,4,8,10.6,10.65367008,1017.7,89.89,2.43,2.65,46.35422141,0.046354221,0.005993983,,,,,,
2017/4/2 9:00,4,9,11.77,11.86358855,1017.5,156.64,2.89,3.13,80.58801743,0.080588017,0.06785947,,,,,,
2017/4/2 10:00,4,10,13.82,14.02116921,1017.5,334.64,3.21,3.41,172.291834,0.172291834,0.107212842,,,,,,
2017/4/2 11:00,4,11,14.34,14.6098843,1017.9,444.11,3.2,3.2,230.801622,0.230801622,0.092,,,,,,
2017/4/2 12:00,4,12,13.58,13.71726945,1018.3,229.62,1.33,1.08,117.6543746,0.117654375,0,,,,,,
2017/4/2 13:00,4,13,14.72,14.93624038,1018.6,358.67,1.25,1.04,184.7743811,0.184774381,0,,,,,,
2017/4/2 14:00,4,14,15.19,15.46370918,1018.6,442.33,2.25,2.25,233.5704422,0.233570442,0,,,,,,
2017/4/2 15:00,4,15,15.42,15.74716399,1018.7,511.75,2.5,2.2,245,0.245,0,,,,,,
2017/4/2 16:00,4,16,15.99,16.21336301,1019,352.44,2.47,2.57,190.2476027,0.190247603,0.003040372,,,,,,
2017/4/2 17:00,4,17,15.92,16.01088326,1019.4,147.74,2.65,3.24,77.44861188,0.077448612,0.059356946,,,,,,
2017/4/2 18:00,4,18,14.82,14.85106205,1019.5,55.18,2.7,4.33,26.54777477,0.026547775,0.128575091,,,,,,
2017/4/2 19:00,4,19,13.79,13.79,1020.4,0,2.94,4.71,0,0,0.168933474,,,,,,
2017/4/2 20:00,4,20,13.22,13.22,1021.5,0,2.14,3.83,0,0,0.055723372,,,,,,
2017/4/2 21:00,4,21,12.8,12.8,1022.5,0,1.94,5.01,0,0,0.095514592,,,,,,
2017/4/2 22:00,4,22,12.17,12.17,1022.8,0,1.43,3.8,0,0,0,,,,,,
2017/4/2 23:00,4,23,11.22,11.22,1023.2,0,0.61,2.55,0,0,0,,,,,,
2017/4/3 0:00,4,0,11.03,11.03,1023.7,0,0.36,1.3,0,0,0,,,,,,
2017/4/3 1:00,4,1,10.95,10.95,1023.7,0,0.42,0.64,0,0,0,,,,,,
2017/4/3 2:00,4,2,10.87,10.87,1023.4,0,0.42,0.67,0,0,0,,,,,,
2017/4/3 3:00,4,3,10.39,10.39,1023.3,0,0.3,0.91,0,0,0,,,,,,
2017/4/3 4:00,4,4,9.88,9.88,1023.9,0,0.1,0.45,0,0,0,,,,,,
2017/4/3 5:00,4,5,9.51,9.51,1024.1,0,0.81,0.8,0,0,0,,,,,,
2017/4/3 6:00,4,6,9.7,9.718435563,1024.7,31.15,0.85,0.71,15.95962878,0.015959629,0,,,,,,
2017/4/3 7:00,4,7,10.13,10.20985488,1024.9,133.5,0.95,0.61,69.04588199,0.069045882,0,,,,,,
2017/4/3 8:00,4,8,11.65,11.79903884,1025.3,247.42,2.14,1.75,128.3562952,0.128356295,0,,,,,,
2017/4/3 9:00,4,9,13.87,14.13267183,1025,427.2,3.36,3.45,224.9029625,0.224902962,0.119332987,,,,,,
2017/4/3 10:00,4,10,14.01,14.37205307,1024.7,578.5,3.98,4.3,245,0.245,0.216663519,,,,,,
2017/4/3 11:00,4,11,14.45,14.78423454,1024.4,541.12,4.02,4.46,245,0.245,0.230035513,,,,,,
2017/4/3 12:00,4,12,15.11,15.28091764,1023.6,285.69,2.3,2.21,145.9201439,0.145920144,0,,,,,,
2017/4/3 13:00,4,13,15.55,15.71243337,1023.4,271.45,2.22,2.21,138.5261236,0.138526124,0,,,,,,
2017/4/3 14:00,4,14,16.34,16.50398353,1023.3,273.23,1.9,1.77,139.5692136,0.139569214,0,,,,,,
2017/4/3 15:00,4,15,16.38,16.59333317,1023.3,345.32,1.77,1.75,181.5305841,0.181530584,0,,,,,,
2017/4/3 16:00,4,16,16.19,16.35319432,1023,261.66,1.57,1.43,138.9503832,0.138950383,0,,,,,,
2017/4/3 17:00,4,17,15.82,15.96945971,1022.9,243.86,1.08,0.94,127.3794066,0.127379407,0,,,,,,
2017/4/3 18:00,4,18,15.21,15.24712245,1023.3,74.76,1.04,1.22,31.69581878,0.031695819,0,,,,,,
2017/4/3 19:00,4,19,13.94,13.94,1023.2,0,1.7,2.83,0,0,0,,,,,,
2017/4/3 20:00,4,20,12.33,12.33,1023.6,0,1.22,2,0,0,0,,,,,,
2017/4/3 21:00,4,21,11.68,11.68,1024.4,0,0.94,0.32,0,0,0,,,,,,
2017/4/3 22:00,4,22,11.26,11.26,1024.2,0,0.73,1.02,0,0,0,,,,,,
2017/4/3 23:00,4,23,10.67,10.67,1024.1,0,0.76,1.77,0,0,0,,,,,,
2017/4/4 0:00,4,0,10.26,10.26,1024.4,0,0.72,1.17,0,0,0,,,,,,
2017/4/4 1:00,4,1,9.84,9.84,1024.2,0,0.86,0.14,0,0,0,,,,,,
2017/4/4 2:00,4,2,9.58,9.58,1023.4,0,1.03,0.28,0,0,0,,,,,,
2017/4/4 3:00,4,3,9.74,9.74,1023.8,0,1.28,1.2,0,0,0,,,,,,
2017/4/4 4:00,4,4,9.23,9.23,1023.7,0,1.36,2.22,0,0,0,,,,,,
2017/4/4 5:00,4,5,8.51,8.51,1023.6,0,1.36,1.94,0,0,0,,,,,,
2017/4/4 6:00,4,6,9.05,9.073085254,1023.8,39.16,1.43,1.43,20.01686974,0.02001687,0,,,,,,
2017/4/4 7:00,4,7,10.27,10.3883827,1023.7,196.69,1.56,1.63,102.3132408,0.102313241,0,,,,,,
2017/4/4 8:00,4,8,11.65,11.88902998,1023.8,386.26,2.26,1.94,205.8128933,0.205812893,0,,,,,,
2017/4/4 9:00,4,9,12.94,13.16270769,1023.3,366.68,2.35,2.33,191.1493348,0.191149335,0,,,,,,
2017/4/4 10:00,4,10,13.49,13.62033784,1023.4,218.05,1.66,1.62,111.7404029,0.111740403,0,,,,,,
2017/4/4 11:00,4,11,13.63,13.76672259,1023.4,228.73,1.14,0.99,117.1711305,0.117171131,0,,,,,,
2017/4/4 12:00,4,12,15.51,15.9506645,1022.1,695.09,4.3,4.6,245,0.245,0.2573849,,,,,,
2017/4/4 13:00,4,13,14.6,14.88402378,1021.9,463.69,4.1,4.5,242.7262164,0.242726216,0.237869087,,,,,,
2017/4/4 14:00,4,14,15.22,15.4407053,1021.7,363.12,3.44,3.63,188.3503527,0.188350353,0.136767252,,,,,,
2017/4/4 15:00,4,15,14.47,14.65120942,1021.9,297.26,2.89,3.06,154.9519012,0.154951901,0.063080047,,,,,,
2017/4/4 16:00,4,16,14.57,14.79198559,1021.8,352.44,2.73,2.82,189.7523883,0.189752388,0.036524153,,,,,,
2017/4/4 17:00,4,17,13.84,13.9766426,1022.3,224.28,3.1,3.8,117.0409451,0.117040945,0.125861165,,,,,,
2017/4/4 18:00,4,18,12.23,12.26343756,1022.2,61.41,2.63,4.91,28.76396466,0.028763965,0.154534169,,,,,,
2017/4/4 19:00,4,19,10.77,10.77,1022.6,0,2.22,5.32,0,0,0.137646089,,,,,,
2017/4/4 20:00,4,20,9.37,9.37,1023.1,0,1.63,4.56,0,0,0.043366535,,,,,,
2017/4/4 21:00,4,21,8.41,8.41,1023.2,0,1.06,3.68,0,0,0,,,,,,
2017/4/4 22:00,4,22,7.58,7.58,1023.6,0,0.22,2.15,0,0,0,,,,,,
2017/4/4 23:00,4,23,7.31,7.31,1023.6,0,0.3,1.08,0,0,0,,,,,,
2017/4/5 0:00,4,0,7.5,7.5,1023.4,0,0.51,0.67,0,0,0,,,,,,
2017/4/5 1:00,4,1,7.52,7.52,1023.7,0,0.5,1,0,0,0,,,,,,
2017/4/5 2:00,4,2,7.36,7.36,1023.2,0,0.82,0.89,0,0,0,,,,,,
2017/4/5 3:00,4,3,6.98,6.98,1023.5,0,0.3,0.1,0,0,0,,,,,,
2017/4/5 4:00,4,4,6.92,6.92,1023.7,0,0.54,1,0,0,0,,,,,,
2017/4/5 5:00,4,5,6.63,6.63,1023.5,0,0.72,1.5,0,0,0,,,,,,
2017/4/5 6:00,4,6,6.86,6.892615786,1023.9,58.74,0.82,1.32,28.43346424,0.028433464,0,,,,,,
2017/4/5 7:00,4,7,7.92,8.056181833,1024.4,226.06,0.57,0.45,118.3787495,0.118378749,0,,,,,,
2017/4/5 8:00,4,8,9.42,9.664479164,1025,395.16,1.08,0.73,211.6734529,0.211673453,0,,,,,,
2017/4/5 9:00,4,9,10.64,10.88050643,1024.3,394.27,1.65,1.2,207.605368,0.207605368,0,,,,,,
2017/4/5 10:00,4,10,12.36,12.69869454,1023.8,545.57,1.73,1.5,245,0.245,0,,,,,,
2017/4/5 11:00,4,11,12.9,13.17193316,1024.2,447.67,3.16,3.23,233.3940094,0.233394009,0.091651468,,,,,,
2017/4/5 12:00,4,12,14.92,15.39084524,1022.4,739.59,4,4.4,245,0.245,0.224711695,,,,,,
2017/4/5 13:00,4,13,15.28,15.60824636,1022,529.55,5.22,5.69,245,0.245,0.389949091,,,,,,
2017/4/5 14:00,4,14,15.37,15.7468104,1022.1,593.63,4.74,5.06,245,0.245,0.316612095,,,,,,
2017/4/5 15:00,4,15,15.41,15.76094287,1021.8,551.8,4.57,4.87,245,0.245,0.292889566,,,,,,
2017/4/5 16:00,4,16,15.22,15.47842406,1022,411.18,4.93,5.63,220.5186688,0.220518669,0.367187537,,,,,,
2017/4/5 17:00,4,17,14.56,14.70832393,1022.3,244.75,4.64,5.85,126.813368,0.126813368,0.361949461,,,,,,
2017/4/5 18:00,4,18,13.24,13.27872029,1022.2,84.55,3.5,6.25,33.22385759,0.033223858,0.299193392,,,,,,
2017/4/5 19:00,4,19,11.6,11.6,1022.7,0,2.91,6.48,0,0,0.258964086,,,,,,
2017/4/5 20:00,4,20,10.36,10.36,1023.5,0,1.81,5.19,0,0,0.089938491,,,,,,
2017/4/5 21:00,4,21,9.83,9.83,1023.7,0,0.85,3.85,0,0,0,,,,,,
2017/4/5 22:00,4,22,9.54,9.54,1023.7,0,0.67,3.3,0,0,0,,,,,,
2017/4/5 23:00,4,23,9.72,9.72,1023.7,0,1.14,3.54,0,0,0,,,,,,
2017/4/6 0:00,4,0,9.11,9.11,1023.9,0,2.69,5.64,0,0,0.197284986,,,,,,
2017/4/6 1:00,4,1,9.49,9.49,1024.3,0,4.57,6.74,0,0,0.411200976,,,,,,
2017/4/6 2:00,4,2,9.03,9.03,1024,0,5.02,6.91,0,0,0.454522721,,,,,,
2017/4/6 3:00,4,3,8.05,8.05,1024,0,4.75,6.74,0,0,0.424573089,,,,,,
2017/4/6 4:00,4,4,7.24,7.24,1024.2,0,4.71,6.4,0,0,0.401087454,,,,,,
2017/4/6 5:00,4,5,6.69,6.69,1024.7,0,6.11,8,0,0,0.59932759,,,,,,
2017/4/6 6:00,4,6,5.76,5.777390711,1025.4,29.37,6.7,8.5,15.20237506,0.015202375,0.671854449,,,,,,
2017/4/6 7:00,4,7,6.09,6.14205357,1026,87.22,6.2,7.7,45.4626927,0.045462693,0.586687434,,,,,,
