,Gsc,Gt_NOCT,Ta_NOCT,Tc_NOCT,Tc_STC,UL,YPV,ap,beta,eta_c,fpv,ganma,lam,phi,rho_g,tau_a,total_cost,Op_year,cost
0,1.367,0.8,293.15,317.15,298.15,0.030000000000000002,194.44,-0.0025800000000000003,0.5759586531581288,0.19399999999999998,0.8,0.0,2.2732913507226145,0.582049852247589,0.2,0.9,199165.0,15.0,1.5157153729071537
