,Gsc,Gt_NOCT,Ta_NOCT,Tc_NOCT,Tc_STC,UL,YPV,ap,beta,eta_c,fpv,ganma,lam,phi,rho_g,tau_a,total_cost,Op_year,cost
0,1.367,0.8,20,44,25,3,190.18,-0.00258,33,0.194,0.8,0,130.25,33.349,0.2,0.9,199165,15,1.515715373
