,Year,Month,Day,Hour,Minute,Temperature(2m)[ÅãC],Mean Sea Level Pressure[hpa],Radiation[W/m2],Wind Speed(10m)[m/s],Wind Direction(10m),Wind Speed(80m)[m/s],Wind Direction(80m),Date,Time,n,ts,É÷,É¬ the solar declination,cosÉ∆,É∆(radian),É∆(degree),cosÉ∆z,É∆z(radian),É∆z(degree),Gon(the extraterrestrial normal radiation)[kW/m2],Go(the extraterrestrial horizontal radiation)[kW/m2],_Go(the extraterrestrial horizontal radiation averaged over the time step )[kW/m2],the global horizontal radiation[kW/m2],kt(the clearness index),_Gd(the diffuse radiation)[kW/m2],_Gb(the beam radiation)[kW/m2],_G,Rb,Af,f,_Gt,Temperature(2m)[K],Tc(the PV cell temperature)[K],Tc(the PV cell temperature)[ÅãC],Ppv(the output of the PV array)[Wh]
15,2017,1,1,15,0,5.31,1022.7,280.55555560000005,0.1,90.0,0.71,225.0,2017-01-01 00:00:00,2017-01-01 15:00:00,1,15,45,-23.011636727869238,0.6484458775611988,0.86525518094504,49.57547006997916,0.3287680309615765,1.2357975327453992,70.80598295899152,1.4121043163185625,0.464254755588397,0.6537614440666487,0.28055555560000006,0.42914056518052845,0.22383766451687345,0.05671789108312661,0.28055555560000006,1.972350765567542,0.03707997037891975,0.4496251550639124,0.33295668498029546,278.46,286.29558065320293,13.145580653202956,53.3761079996211
16,2017,1,1,16,0,4.98,1023.1,80.55555556,1.0,126.87,1.26,198.43,2017-01-01 00:00:00,2017-01-01 16:00:00,1,16,60,-23.011636727869238,0.45782305600513806,1.0952513130302524,62.75327774279525,0.16953068088945508,1.400442889517496,80.23946701845836,1.4121043163185625,0.23939500623242435,0.4090046606595796,0.08055555556,0.19695510420368423,0.07912763105444452,0.0014279245055554834,0.08055555556,2.7005321609229433,0.0005840277778422185,0.13313887252914328,0.07820464907611359,278.13,279.9704160749245,6.8204160749245375,12.735463360895334
17,2017,1,1,17,0,4.88,1022.7,5.555555556,1.48,118.3,1.4,180.0,2017-01-01 00:00:00,2017-01-01 17:00:00,1,17,75,-23.011636727869238,0.23583807866761775,1.332715443746575,76.35897021858342,-0.015905140794943845,1.5867021382627238,90.91133586683728,1.4121043163185625,0.022459717968194775,0.13601394096566327,0.005555555556,0.04084548625351941,0.005535132812871606,2.0422743128393865e-05,0.005555555556,14.82778943664487,2.7777777782222686e-06,0.06063079879744954,0.00548837671425734,278.03,278.1591597986755,5.009159798675512,0.8977601626093771
18,2017,1,1,18,0,4.26,1022.4,0.0,1.75,120.96,1.71,159.44,2017-01-01 00:00:00,2017-01-01 18:00:00,1,18,90,-23.011636727869238,-0.002381145093330066,1.5731774741383557,90.136429693179,-0.21490228929101282,1.7873881072537126,102.40979489751426,1.4121043163185625,0.3034644502945796,0.14660684860645345,0.0,0.0,0.0,0.0,0.0,0.011080129026013337,0.0,0.0,0.0,277.40999999999997,277.40999999999997,4.259999999999991,0.0
19,2017,1,1,19,0,3.47,1022.9,0.0,1.94,124.51,2.22,144.16,2017-01-01 00:00:00,2017-01-01 19:00:00,1,19,105,-23.011636727869238,-0.2406003688542781,1.8137806693510965,103.92197731623129,-0.413899437787082,1.9975298165869249,114.45002794197222,1.4121043163185625,0.5844691826209647,0.4195975683003694,0.0,0.0,0.0,0.0,0.0,0.5813015116441101,0.0,0.0,0.0,276.62,276.62,3.4700000000000273,0.0
20,2017,1,1,20,0,3.2,1023.4,0.0,1.77,132.71,2.02,147.09,2017-01-01 00:00:00,2017-01-01 20:00:00,1,20,120,-23.011636727869238,-0.462585346191798,2.051705420589817,117.55406140390998,-0.5993352594714806,2.2134667685848655,126.82230393237326,1.4121043163185625,0.8463239068215833,0.664354351707439,0.0,0.0,0.0,0.0,0.0,0.7718306888864264,0.0,0.0,0.0,276.34999999999997,276.34999999999997,3.1999999999999886,0.0
21,2017,1,1,21,0,3.02,1022.9,0.0,1.7,139.76,1.75,210.96,2017-01-01 00:00:00,2017-01-01 21:00:00,1,21,135,-23.011636727869238,-0.6532081677478588,2.282610064635032,130.78392297767138,-0.7585726095436021,2.431916007813707,139.33852337802955,1.4121043163185625,1.0711836561775558,0.8641974285181794,0.0,0.0,0.0,0.0,0.0,0.8611017054001777,0.0,0.0,0.0,276.16999999999996,276.16999999999996,3.019999999999982,0.0
22,2017,1,1,22,0,2.9,1022.9,0.0,1.56,140.19,2.05,226.97,2017-01-01 00:00:00,2017-01-01 22:00:00,1,22,150,-23.011636727869238,-0.7994782032525218,2.49722238706469,143.0803032843916,-0.8807597257481944,2.6482604162822088,151.73414490452905,1.4121043163185625,1.2437246103685784,1.0055078233042363,0.0,0.0,0.0,0.0,0.0,0.9077143060479691,0.0,0.0,0.0,276.04999999999995,276.04999999999995,2.8999999999999773,0.0
23,2017,1,1,23,0,2.68,1023.8,0.0,1.35,138.01,1.35,228.01,2017-01-01 00:00:00,2017-01-01 23:00:00,1,23,165,-23.011636727869238,-0.8914273915088067,2.671281640487786,153.05316389073303,-0.9575697580396711,2.849244442565374,163.2496813601008,1.4121043163185625,1.3521883885039412,0.9515405744979326,0.0,0.0,0.0,0.0,0.0,0.9309268426915752,0.0,0.0,0.0,275.83,275.83,2.680000000000007,0.0
24,2017,1,2,0,0,2.43,1023.3,0.0,1.08,146.31,1.12,243.43,2017-01-02 00:00:00,2017-01-02 00:00:00,2,0,-180,-22.930543608307655,-0.9233339602678008,2.747470367442144,157.41845639169236,-0.9835132700904317,2.9597562865793137,169.58154360830764,1.4120842672547687,1.3888036153309886,1.0792666253409628,0.0,0.0,0.0,0.0,0.0,0.9388118984738278,0.0,0.0,0.0,275.58,275.58,2.430000000000007,0.0
25,2017,1,2,1,0,2.34,1023.6,0.0,0.85,159.44,1.36,252.9,2017-01-02 00:00:00,2017-01-02 01:00:00,2,1,-165,-22.930543608307655,-0.8919529836022484,2.672442795562188,153.11969317585647,-0.9572990763957484,2.8483066939220376,163.19595232059353,1.4120842672547687,1.3517869648359573,1.0060761246712806,0.0,0.0,0.0,0.0,0.0,0.9317391038968412,0.0,0.0,0.0,275.48999999999995,275.48999999999995,2.339999999999975,0.0
26,2017,1,2,2,0,2.14,1023.0,0.0,0.72,213.69,2.6,267.8,2017-01-02 00:00:00,2017-01-02 02:00:00,2,2,-150,-22.930543608307655,-0.7999486153058334,2.4980059085285067,143.1251957574262,-0.8804429492909881,2.6475919109309705,151.69584236932118,1.4120842672547687,1.2432596369091924,0.8646829349995393,0.0,0.0,0.0,0.0,0.0,0.9085751847408444,0.0,0.0,0.0,275.28999999999996,275.28999999999996,2.1399999999999864,0.0
27,2017,1,2,3,0,1.99,1023.6,0.0,1.32,261.25,3.52,276.52,2017-01-02 00:00:00,2017-01-02 03:00:00,2,3,-135,-22.930543608307655,-0.6535908010335483,2.2831155158687206,130.81288320011143,-0.7581825068275846,2.4313175213858127,139.30423263161535,1.4120842672547687,1.0706175895990135,0.6647227685385686,0.0,0.0,0.0,0.0,0.0,0.862049434203286,0.0,0.0,0.0,275.14,275.14,1.990000000000009,0.0
28,2017,1,2,4,0,2.07,1023.7,0.0,2.12,278.13,4.04,278.53,2017-01-02 00:00:00,2017-01-02 04:00:00,2,4,-120,-22.930543608307655,-0.4628535839603255,2.052007999641021,117.57139790651306,-0.5988495961144849,2.2128602048484303,126.78755039026984,1.4120842672547687,0.8456260931251367,0.4198225801828865,0.0,0.0,0.0,0.0,0.0,0.7729045606166521,0.0,0.0,0.0,275.21999999999997,275.21999999999997,2.069999999999993,0.0
29,2017,1,2,5,0,2.41,1023.8,0.0,1.7,270.0,2.71,274.24,2017-01-02 00:00:00,2017-01-02 05:00:00,2,5,-105,-22.930543608307655,-0.240735390221551,1.8139197795100692,103.92994774122783,-0.41330249170670214,1.9968741620397972,114.41246170360324,1.4120842672547687,0.5836179461562286,0.14667191305223598,0.0,0.0,0.0,0.0,0.0,0.5824677930864921,0.0,0.0,0.0,275.56,275.56,2.410000000000025,0.0
30,2017,1,2,6,0,2.27,1023.9,0.0,1.66,244.98,2.47,255.96,2017-01-02 00:00:00,2017-01-02 06:00:00,2,6,-90,-22.930543608307655,-0.00237320765285065,1.5731695366754492,90.13597491005441,-0.21418592213853824,1.786654661281052,102.36777153877995,1.4120842672547687,0.3024485709192847,0.1361144662912498,0.0,0.0,0.0,0.0,0.0,0.011080129026013335,0.0,0.0,0.0,275.41999999999996,275.41999999999996,2.269999999999982,0.0
31,2017,1,2,7,0,2.23,1023.9,5.555555556,1.94,258.11,3.52,263.48,2017-01-02 00:00:00,2017-01-02 07:00:00,2,7,-75,-22.930543608307655,0.23598897491584947,1.3325601645969407,76.350073378663,-0.015069352570374533,1.585866249761854,90.86344298359393,1.4120842672547687,0.021279195682341056,0.40926513342190085,0.005555555556,0.013574465798123391,0.005548768323100395,6.787232899604402e-06,0.005555555556,15.660193350296282,2.7777777782221106e-06,0.03495285284252283,0.005301407409954184,275.38,275.50475978771425,2.354759787714272,0.8728241507231005
32,2017,1,2,8,0,2.2,1025.1,30.55555556,2.01,264.29,2.81,265.91,2017-01-02 00:00:00,2017-01-02 08:00:00,2,8,-60,-22.930543608307655,0.4581071686546244,1.0949317155200642,62.73496615431858,0.17047775183740851,1.3994818286892818,80.18440228914633,1.4120842672547687,0.2407289512865673,0.6541653217775825,0.03055555556,0.04670922554709947,0.030427105189726793,0.00012845037027320663,0.03055555556,2.687196210163187,8.402777780222183e-05,0.06483695164980331,0.028856901322164234,275.34999999999997,276.02909907778155,2.879099077781575,4.744930241655041
33,2017,1,2,9,0,3.04,1025.4,44.44444444,2.81,265.91,2.92,264.09,2017-01-02 00:00:00,2017-01-02 09:00:00,2,9,-45,-22.930543608307655,0.648844385727847,0.8647315797107622,49.5454699291072,0.32981066255050817,1.2346933179944397,70.74271611408545,1.4120842672547687,0.46572044776044397,0.8541254882385526,0.04444444444,0.05203502887105847,0.04423630432453658,0.0002081401154634191,0.04444444444,1.9673238600297862,0.00017777777774222154,0.0684335633910382,0.04186648425849934,276.19,277.17525792955,4.025257929550037,6.864833639018058
34,2017,1,2,10,0,3.92,1025.2,111.1111111,4.61,266.27,4.93,264.17,2017-01-02 00:00:00,2017-01-02 10:00:00,2,10,-30,-22.930543608307655,0.7952022000001319,0.6514553462963166,37.32564188401245,0.45207110501391157,1.1017104365432289,63.12335825944251,1.4120842672547687,0.6383624950706228,0.9955186779102955,0.1111111111,0.11161127718189537,0.10999499832829267,0.0011161127717073394,0.1111111111,1.7590201877106504,0.0011111111108888859,0.10022482200717821,0.10521265483461721,277.07,279.546004477108,6.396004477108022,17.15158106731799
35,2017,1,2,11,0,4.51,1024.6,136.11111110000002,5.6,268.98,6.4,268.21,2017-01-02 00:00:00,2017-01-02 11:00:00,2,11,-15,-22.930543608307655,0.8872065682965471,0.479541471810782,27.47570243624955,0.5289272321186719,1.0134603220471028,58.06699915726821,1.4120842672547687,0.7468898229973878,1.0687091785799758,0.13611111110000002,0.12736029017815184,0.13455094754544503,0.0015601635545549886,0.13611111110000002,1.6773698051861516,0.0016673611108388772,0.10706272047745462,0.12898323916190965,277.65999999999997,280.69540556161024,7.545405561610266,20.96712201746847
36,2017,1,2,12,0,4.3,1024.3,108.33333329999999,4.71,282.26,5.39,280.68,2017-01-02 00:00:00,2017-01-02 12:00:00,2,12,0,-22.930543608307655,0.9185875449620993,0.40630468432656974,23.279543608307655,0.5551414258133551,0.9822633374846984,56.27954360830765,1.4120842672547687,0.783906473492419,1.0687091785799758,0.10833333329999999,0.10136839420051165,0.1073449914568491,0.0009883418431508861,0.10833333329999999,1.6546910431269795,0.0010562499993500027,0.09551521071560316,0.1023682731933799,277.45,279.85906669581755,6.709066695817569,16.675033506845065
37,2017,1,2,13,0,4.42,1024.5,25.0,4.93,287.7,5.76,287.18,2017-01-02 00:00:00,2017-01-02 13:00:00,2,13,15,-22.930543608307655,0.8872065682965471,0.479541471810782,27.47570243624955,0.5289272321186719,1.0134603220471028,58.06699915726821,1.4120842672547687,0.7468898229973878,0.9955186779102955,0.025,0.02511253736843771,0.02494349679092102,5.650320907898271e-05,0.025,1.6773698051861516,5.624999999999787e-05,0.04754080734652398,0.023455575254271444,277.57,278.12198787098384,4.971987870983867,3.837091108944127
38,2017,1,2,14,0,3.77,1024.4,33.33333333,5.25,300.96,6.59,300.07,2017-01-02 00:00:00,2017-01-02 14:00:00,2,14,30,-22.930543608307655,0.7952022000001319,0.6514553462963166,37.32564188401245,0.45207110501391157,1.1017104365432289,63.12335825944251,1.4120842672547687,0.6383624950706228,0.8541254882385526,0.03333333333,0.03902627165329386,0.03321625451505183,0.00011707881494817107,0.03333333333,1.7590201877106504,9.999999997999776e-05,0.05926520436813129,0.031324830478353285,276.91999999999996,277.6571776772572,4.507177677257232,5.130263728252768
