,Check,Diesel_Cf,battery state[%],battery state[kWh],battery_charging_power,battery_discharging_power,demand,diesel power,flowchart_root,hour,pv,pv+wind-demand,trashed power,wind
0,True,0.0,100.0,18.935328682372738,0.2535589816184718,0.0,1.8935990719999998,0.0,"1292h: Fullcharge ,no diesel, trashed 1.97[kWh].",1292,0.0,2.2199158597862363,1.9663568781677654,4.113514931786236
0,True,0.0,100.0,18.935328682372738,0.0,0.0,2.0043612840000002,0.0,"1293h: Fullcharge ,no diesel, trashed 1.75[kWh].",1293,0.0,1.747329219675657,1.747329219675656,3.751690503675657
0,True,0.0,100.0,18.935328682372738,0.0,0.0,1.7309587380000002,0.0,"1294h: Fullcharge ,no diesel, trashed 1.84[kWh].",1294,0.0,1.8379887474433574,1.837988747443358,3.5689474854433576
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.47328214399999996,0.0,"1295h: Fullcharge ,no diesel, trashed 2.93[kWh].",1295,0.0,2.9310945368800096,2.9310945368800105,3.4043766808800098
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.191,0.0,"1296h: Fullcharge ,no diesel, trashed 2.78[kWh].",1296,0.0,2.784611763353695,2.784611763353695,2.9756117633536947
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.09699999999999999,0.0,"1297h: Fullcharge ,no diesel, trashed 2.4[kWh].",1297,0.0,2.3962420696483435,2.396242069648345,2.4932420696483435
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.09699999999999999,0.0,"1298h: Fullcharge ,no diesel, trashed 2.37[kWh].",1298,0.0,2.3713038297939737,2.3713038297939733,2.4683038297939737
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.09699999999999999,0.0,"1299h: Fullcharge ,no diesel, trashed 1.91[kWh].",1299,0.0,1.91437992967299,1.9143799296729895,2.01137992967299
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.09699999999999999,0.0,"1300h: Fullcharge ,no diesel, trashed 2.02[kWh].",1300,0.0,2.0183827460980424,2.018382746098041,2.1153827460980423
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.09699999999999999,0.0,"1301h: Fullcharge ,no diesel, trashed 1.91[kWh].",1301,0.0,1.9128812283866434,1.9128812283866417,2.0098812283866434
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.09699999999999999,0.0,"1302h: Fullcharge ,no diesel, trashed 1.82[kWh].",1302,0.0,1.8214850024709477,1.821485002470947,1.9184850024709477
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.1259,0.0,"1303h: Fullcharge ,no diesel, trashed 1.85[kWh].",1303,0.003815738545901991,1.8481060708581585,1.848106070858158,1.9701903323122565
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.2957,0.0,"1304h: Fullcharge ,no diesel, trashed 1.76[kWh].",1304,0.04776650790257237,1.7564204015636373,1.7564204015636378,2.004353893661065
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.2559,0.0,"1305h: Fullcharge ,no diesel, trashed 1.66[kWh].",1305,0.041882994858077775,1.6565025967875608,1.6565025967875613,1.8705196019294832
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.09699999999999999,0.0,"1306h: Fullcharge ,no diesel, trashed 2.13[kWh].",1306,0.32783717694851305,2.1348438378504047,2.134843837850404,1.9040066609018915
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.09699999999999999,0.0,"1307h: Fullcharge ,no diesel, trashed 2.33[kWh].",1307,0.3437062202167343,2.3336907978437837,2.333690797843783,2.0869845776270495
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.09699999999999999,0.0,"1308h: Fullcharge ,no diesel, trashed 1.87[kWh].",1308,0.5259703283794023,1.8701022212290521,1.8701022212290503,1.4411318928496497
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.1259,0.0,"1309h: Fullcharge ,no diesel, trashed 2.01[kWh].",1309,0.5621519035321775,2.0094389763702245,2.009438976370223,1.573187072838047
0,True,0.0,100.0,18.935328682372738,0.0,0.0,0.1259,0.0,"1310h: Fullcharge ,no diesel, trashed 2.1[kWh].",1310,0.6120049933283908,2.104257439552123,2.104257439552125,1.6181524462237327
