index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27,temperature FH28,temperature FH29,temperature FH30,temperature FH31,temperature FH32,temperature FH33
134846,130.375,33.6000000000008,15.146352539062491,14.944051513671866,15.157369384765616,14.944326171874991,14.876210937499991,14.771108398437491,15.148427734374991,16.022908935546866,17.037496337890616,18.230062255859366,19.130513916015616,19.26146484374999,19.088765869140616,19.02910400390624,18.834127197265616,18.63951660156249,18.355550537109366,17.96635986328124
