index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s,Vwind FH22m/s,Vwind FH23m/s,Vwind FH24m/s,Vwind FH25m/s,Vwind FH26m/s,Vwind FH27m/s,Vwind FH28m/s,Vwind FH29m/s,Vwind FH30m/s,Vwind FH31m/s,Vwind FH32m/s,Vwind FH33m/s
134846,130.375,33.6000000000008,0.9879417419433594,0.8825712203979492,-0.07904911041259766,-0.28482913970947266,-0.1303730010986328,1.0155324935913086,0.640955924987793,0.9101352691650391,0.3888225555419922,-0.5469961166381836,-1.193394660949707,-2.639195442199707,-3.2646799087524414,-3.3483943939208984,-3.135462760925293,-2.7260637283325195,-2.273073196411133,-1.452493667602539
