index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s,Uwind FH6m/s,Uwind FH7m/s,Uwind FH8m/s,Uwind FH9m/s,Uwind FH10m/s,Uwind FH11m/s,Uwind FH12m/s,Uwind FH13m/s,Uwind FH14m/s,Uwind FH15m/s
134846,130.375,33.6000000000008,-0.6738224029541016,-0.9618072509765625,0.06264972686767578,1.2468376159667969,1.9390277862548828,1.990570068359375,1.8943595886230469,1.5432586669921875,1.0646305084228516,0.7077226638793945,0.543156623840332,0.8009624481201172,0.24585914611816406,0.41402244567871094,-0.3507575988769531,-1.0191211700439453
