index,lons,lats,temperature FH40,temperature FH41,temperature FH42,temperature FH43,temperature FH44,temperature FH45,temperature FH46,temperature FH47,temperature FH48,temperature FH49,temperature FH50,temperature FH51
134846,130.375,33.6000000000008,15.467672119140616,14.797567138671866,14.714772949218741,14.640798339843741,14.437001953124991,14.409353027343741,15.124654541015616,16.45171142578124,17.72362304687499,18.431356201171866,19.00945068359374,19.283651123046866
