index,lons,lats,Vwind FH34m/s,Vwind FH35m/s,Vwind FH36m/s,Vwind FH37m/s,Vwind FH38m/s,Vwind FH39m/s
134846,130.375,33.6000000000008,-1.0406675338745117,-1.5936927795410156,-0.28319358825683594,0.3260650634765625,0.8708591461181641,1.0932064056396484
