index,lons,lats,Vwind FH40m/s,Vwind FH41m/s,Vwind FH42m/s,Vwind FH43m/s,Vwind FH44m/s,Vwind FH45m/s,Vwind FH46m/s,Vwind FH47m/s,Vwind FH48m/s,Vwind FH49m/s,Vwind FH50m/s,Vwind FH51m/s
134846,130.375,33.6000000000008,-3.959653854370117,-3.732318878173828,-3.647573471069336,-2.69643497467041,-2.6788244247436523,-2.2751903533935547,-1.566187858581543,-0.7620096206665039,0.2339191436767578,0.47927284240722656,-0.4320507049560547,-0.8384284973144531
